지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm)
108,서울,2018-01-24,-14.2,-16.3,746,-10.7,1422,,,,,,
108,서울,2018-01-25,-14,-16.4,720,-9.5,1517,,,,,,
108,서울,2018-01-26,-14.8,-17.8,733,-10.7,1603,,,,,,
108,서울,2018-01-27,-9.9,-15.9,738,-3.5,1550,,,,,,
108,서울,2018-01-28,-6.3,-9.3,2358,-1.2,1408,,,,,,
108,서울,2018-01-29,-8.5,-11.6,809,-4.7,1510,,,,,,
108,서울,2018-01-30,-5.3,-11.4,631,-.8,1419,8.67,,,,,2.9
108,서울,2018-01-31,-2.6,-5.2,2354,0,1610,.67,,,,,0
108,서울,2018-02-01,-4,-8.8,644,1.2,1601,,,,,,
108,서울,2018-02-02,-2.4,-7.6,723,3.8,1440,,,,,,
108,서울,2018-02-03,-7.3,-10.4,2347,-2.1,17,3.83,,,,,.5
108,서울,2018-02-04,-9.5,-12.8,753,-5.2,1607,,,,,,
108,서울,2018-02-05,-9.4,-11.8,404,-5.1,1609,,,,,,
108,서울,2018-02-06,-10.1,-12.8,745,-5.8,1516,,,,,,
108,서울,2018-02-07,-8,-13.4,650,-1.6,1547,,,,,,
108,서울,2018-02-08,-4.4,-9.7,722,2,1548,,,,,,
108,서울,2018-02-09,.4,-5.3,227,6.1,1549,,,,,,
108,서울,2018-02-10,-.5,-6.9,2327,3.2,1131,,,,,,
108,서울,2018-02-11,-6.1,-9.5,722,-2.2,1350,1,,,,,0
108,서울,2018-02-12,-5.8,-9.6,538,-1.8,1422,2.17,,,,,0
108,서울,2018-02-13,-.8,-7.4,715,4.3,1521,,,,,,
108,서울,2018-02-14,3.5,-.7,2352,8.7,1459,,,,,,
108,서울,2018-02-15,-.7,-3.7,850,4,1448,,,,,,
108,서울,2018-02-16,-1.1,-5.5,741,4.9,1419,,,,,,
108,서울,2018-02-17,-3,-7.1,734,1.4,1601,,,,,,
108,서울,2018-02-18,-.4,-4.9,729,5.2,1450,,,,,,
